COVID-19 Deaths;Total Deaths;Pneumonia Deaths;Pneumonia and COVID-19 Deaths;Influenza Deaths;Pneumonia Influenza or COVID-19 Deaths
121;2166;155;40;;239
228;4070;281;70;;445
403;6048;411;92;10;732
565;9411;525;101;28;1016
17023;170647;15929;6932;260;26244
;1042;11;0;0;19
25;1660;23;;;51
;129;;0;;
10;237;;;;20
42;1829;43;14;;72
97;3447;102;34;;166
174;4298;157;64;;274
266;5214;228;100;10;404
406;6004;342;152;;601
625;7009;474;245;;860
997;9796;772;413;16;1366
2896;28607;2544;1253;50;4227
2271;22602;2035;989;40;3351
3631;33681;3524;1596;44;5601
4502;40789;4372;1917;63;7014
4981;50240;4662;1786;80;7921
8948;87577;8534;3772;121;13818
;561;;0;0;11
13;928;13;;;29
;54;;0;;
;129;;;;10
23;1394;26;;;42
60;2565;61;23;;99
110;3064;95;44;;164
168;3572;138;65;;246
256;3920;205;99;;365
386;4463;275;146;;519
630;6126;473;263;11;846
1756;17248;1509;763;25;2520
1354;13528;1185;583;18;1971
2032;18921;1999;899;15;3147
2416;20486;2404;1040;32;3812
2117;19394;2135;835;34;3446
8075;83070;7395;3160;139;12426
;481;;0;0;
12;732;10;0;0;22
0;75;;0;0;
;108;;0;0;10
19;435;17;;0;30
37;882;41;11;0;67
64;1234;62;20;;110
98;1642;90;35;;158
150;2084;137;53;;236
239;2546;199;99;;341
367;3670;299;150;;520
1140;11359;1035;490;25;1707
917;9074;850;406;22;1380
1599;14760;1525;697;29;2454
2086;20303;1968;877;31;3202
2864;30846;2527;951;46;4475
19981;194912;17988;8294;394;30046
;752;;;0;10
22;1266;23;;;42
;121;;0;0;
10;210;11;;;18
27;1264;26;;;47
65;2484;53;22;;97
117;3533;87;43;;165
161;4734;155;69;;255
227;5472;218;85;;364
359;6293;300;135;10;533
637;9207;548;266;20;938
2257;27724;2197;1076;59;3431
1837;21942;1829;900;48;2809
3570;35482;3587;1690;71;5535
5314;47572;5099;2372;107;8146
8233;69357;6574;2925;136;12007
10243;98303;9801;4627;189;15596
;425;;;0;
13;732;15;;;27
;81;;0;0;
;109;;;0;11
19;908;17;;;34
42;1804;32;11;0;63
76;2480;51;26;;103
107;3204;98;45;;165
145;3646;137;54;;231
235;4123;182;86;;337
419;5862;337;176;12;592
1431;17229;1388;688;36;2165
1158;13581;1160;571;30;1775
2175;20481;2186;1050;37;3347
2892;24250;2857;1344;48;4452
3348;26480;3043;1401;55;5040
9738;96609;8187;3667;205;14450
;327;;0;0;
;534;;;;15
;40;;0;0;
;101;;;;
;356;;;;13
23;680;21;11;;34
41;1053;36;17;;62
54;1530;57;24;;90
82;1826;81;31;;133
124;2170;118;49;;196
218;3345;211;90;;346
826;10495;809;388;23;1266
679;8361;669;329;18;1034
1395;15001;1401;640;34;2188
2422;23322;2242;1028;59;3694
4885;42877;3531;1524;81;6967
35014;333776;32407;17800;427;50016
;1932;28;0;;37
37;3246;60;;11;101
;335;;;;15
15;525;16;;;33
77;2914;77;32;;123
198;5263;206;99;;308
338;6575;312;161;;495
500;8213;446;241;10;714
768;9861;674;389;11;1063
1256;12549;1060;666;12;1661
2088;18369;1798;1173;30;2742
6078;54827;5641;3349;92;8456
4772;43587;4499;2602;69;6732
8199;69979;8138;4638;110;11798
9269;82043;8785;4861;105;13287
9477;97656;8071;3939;84;13691
19054;173683;17977;10115;207;27103
;1052;16;0;;19
10;1861;35;;;47
;193;;;;
;301;;;;14
41;2081;48;17;0;72
112;3721;124;57;;180
202;4518;188;94;;299
302;5401;265;143;;429
454;6323;378;220;;619
776;7981;646;405;;1026
1328;11524;1126;750;18;1722
3660;33744;3350;2015;45;5037
2828;26716;2650;1540;32;3967
4850;40350;4740;2702;61;6942
5204;42522;5028;2847;46;7423
4140;38103;3789;1942;34;6019
15960;160093;14430;7685;220;22913
;880;12;0;0;18
27;1385;25;;;54
;142;;0;;
11;224;;;;19
36;833;29;15;;51
86;1542;82;42;;128
136;2057;124;67;;196
198;2812;181;98;;285
314;3538;296;169;;444
480;4568;414;261;;635
760;6845;672;423;12;1020
2418;21083;2291;1334;47;3419
1944;16871;1849;1062;37;2765
3349;29629;3398;1936;49;4856
4065;39521;3757;2014;59;5864
5337;59553;4282;1997;50;7672
14291;152888;12408;5337;314;21663
;874;14;;;21
22;1604;57;;;77
;183;13;;;16
;283;20;;;25
26;1440;33;;;56
61;2417;56;12;;108
118;2927;101;37;;188
180;3632;149;67;12;273
245;4223;210;92;10;372
361;4969;322;143;;548
600;6971;498;244;15;868
1958;21625;1691;865;60;2843
1578;17346;1386;711;50;2303
2628;28357;2525;1172;61;4038
3821;37795;3440;1483;77;5853
5260;52489;4168;1589;88;7923
7756;79233;6883;3145;156;11642
;497;11;;;14
12;925;31;;;42
;99;;;;
;169;10;0;;13
17;993;14;;;29
43;1748;30;;;68
74;2054;65;24;;117
117;2455;106;51;;177
163;2752;145;69;;243
235;3141;200;100;;337
394;4400;309;170;10;542
1253;13417;1013;547;32;1750
1004;10722;819;440;24;1407
1620;16587;1547;764;34;2434
2179;19834;1971;874;42;3317
2297;21126;1985;799;36;3517
6535;73655;5525;2192;158;10021
;377;;0;;
10;679;26;;;35
;84;;;0;
;114;10;;;12
;447;19;;;27
18;669;26;;;40
44;873;36;13;;71
63;1177;43;16;;96
82;1471;65;23;;129
126;1828;122;43;;211
206;2571;189;74;;326
705;8208;678;318;28;1093
574;6624;567;271;26;896
1008;11770;978;408;27;1604
1642;17961;1469;609;35;2536
2963;31363;2183;790;52;4406
14203;115031;13948;7239;217;21100
0;788;;0;0;
;1474;23;;;32
;164;;0;;
;273;;;;14
41;1505;41;23;0;59
105;2426;92;48;;151
206;2722;170;103;;280
338;3439;264;173;11;439
484;4526;392;241;17;647
737;5900;610;363;19;999
1068;7909;953;574;21;1468
2917;22610;2913;1613;62;4273
2300;17962;2324;1257;49;3410
3551;26245;3641;1927;47;5307
3692;27888;3660;1867;43;5521
2855;25049;2745;1246;30;4378
7353;60180;7492;3886;113;11058
0;462;;0;0;
;907;11;;;17
;94;;0;;
;160;;;;
19;1115;19;10;0;28
48;1742;44;21;;73
103;1847;90;50;;148
169;2227;142;81;;236
248;2831;222;125;11;352
387;3530;333;201;11;527
591;4711;522;327;10;796
1603;13477;1633;879;27;2381
1247;10663;1299;670;21;1894
2013;14976;2095;1107;30;3028
1968;14062;2001;1026;22;2963
1160;9259;1233;570;12;1833
6850;54851;6456;3353;104;10042
0;326;;0;0;
;567;12;;;15
0;70;;0;0;
;113;;0;;
22;390;22;13;0;31
57;684;48;27;0;78
103;875;80;53;;132
169;1212;122;92;;203
236;1695;170;116;;295
350;2370;277;162;;472
477;3198;431;247;11;672
1314;9133;1280;734;35;1892
1053;7299;1025;587;28;1516
1538;11269;1546;820;17;2279
1724;13826;1659;841;21;2558
1695;15790;1512;676;18;2545
22261;222448;20179;10651;430;32189
;1399;16;0;0;23
30;2611;61;12;11;90
;317;15;;;19
;440;22;;;33
59;2600;49;25;;91
122;4414;100;49;;180
182;5060;159;80;;269
303;6075;282;153;11;442
513;7261;454;258;14;723
808;8889;664;398;20;1093
1271;12416;1041;648;23;1686
3922;38466;3566;2085;83;5481
3139;30962;2917;1679;70;4442
5012;46796;4777;2606;88;7261
5904;55067;5647;2972;111;8682
6160;60130;5082;2376;99;8960
11904;116520;10977;5978;208;17095
;772;;0;0;14
20;1546;35;;;54
;187;;;;10
;264;12;;;18
33;1905;32;16;;53
69;3216;58;26;;105
104;3560;88;40;;158
184;4103;172;94;;267
291;4702;265;154;;406
453;5578;375;232;11;607
800;7693;620;408;13;1025
2386;23369;2129;1283;47;3275
1871;18729;1736;1021;42;2624
2810;26685;2665;1450;43;4064
3339;28531;3170;1736;48;4817
2643;23492;2373;1149;43;3906
10357;105928;9202;4673;222;15094
;627;;0;0;
10;1065;26;;;36
;130;;;0;
;176;10;;;15
26;695;17;;;38
53;1198;42;23;;75
78;1500;71;40;;111
119;1972;110;59;;175
222;2559;189;104;10;317
355;3311;289;166;;486
471;4723;421;240;10;661
1536;15097;1437;802;36;2206
1268;12233;1181;658;28;1818
2202;20111;2112;1156;45;3197
2565;26536;2477;1236;63;3865
3517;36638;2709;1227;56;5054
3803;36101;3363;1950;79;5292
;137;;0;0;
;355;;0;0;
;39;;0;0;
0;79;;0;0;
;464;;;;12
15;696;12;;;25
28;772;32;11;;50
59;994;66;30;;97
91;1173;80;50;;123
125;1363;98;70;;154
192;1826;151;104;;241
627;5548;556;367;12;828
511;4466;462;305;11;679
905;7475;860;519;18;1264
1072;9314;971;575;19;1485
998;10356;793;385;25;1430
2166;19833;1979;1165;33;3012
0;74;;0;0;
;207;;0;0;
;20;0;0;0;
0;46;;0;0;
;341;;0;0;
;517;;;0;15
12;540;19;;0;26
35;644;47;22;;62
50;756;47;27;;72
72;896;51;34;;90
124;1164;95;64;;157
376;3427;336;221;;496
303;2750;274;182;;399
536;4505;509;311;;740
659;5246;611;370;10;909
478;4391;415;206;;696
1637;16268;1384;785;46;2280
;63;;0;0;
;148;;0;0;
0;19;;0;0;
0;33;0;0;0;0
;123;;;;
;179;;;;10
16;232;13;;;24
24;350;19;;0;35
41;417;33;23;0;51
53;467;47;36;0;64
68;662;56;40;0;84
251;2121;220;146;;332
208;1716;188;123;;280
369;2970;351;208;12;524
413;4068;360;205;;576
520;5965;378;179;16;734
5419;56730;5272;2384;118;8417
;426;;0;;
;746;17;;;28
0;79;;0;;
;130;;;;11
13;592;20;;;32
35;883;44;18;;64
54;914;66;33;;89
83;1187;72;41;;115
112;1449;93;64;;142
162;1868;155;93;;227
278;2688;266;148;;401
824;8230;804;429;23;1222
647;6636;633;332;20;968
1153;11090;1130;551;22;1753
1407;13809;1384;636;22;2176
1750;18917;1666;615;37;2832
3090;29412;2962;1455;52;4644
0;238;;0;;
;446;11;0;;17
0;43;;0;;
;84;;0;;
;415;13;;;21
23;623;27;12;;40
35;644;44;24;;57
56;793;52;32;;77
75;945;58;44;0;89
98;1183;90;61;;128
179;1669;169;101;;249
535;5049;500;284;10;761
415;4056;388;218;;594
731;6490;678;334;12;1086
856;7366;799;409;;1254
789;7462;805;323;13;1281
2329;27318;2310;929;66;3773
;188;;0;0;
;300;;;;11
0;36;;0;;
;46;;;;
;177;;;;11
12;260;17;;;24
19;270;22;;0;32
27;394;20;;0;38
37;504;35;20;;53
64;685;65;32;;99
99;1019;97;47;;152
289;3181;304;145;13;461
232;2580;245;114;11;374
422;4600;452;217;10;667
551;6443;585;227;13;922
961;11455;861;292;24;1551
11800;95869;13828;8951;131;16799
;479;;0;0;11
18;928;18;;0;33
;104;;;0;
;177;;;0;10
29;1098;36;16;;50
77;1922;91;50;;119
144;2357;162;99;;210
240;3012;273;175;;344
394;3665;428;289;;541
666;4692;676;503;;848
1007;6473;1059;780;10;1296
2440;17422;2774;1873;29;3369
1852;13623;2132;1417;23;2589
3099;22244;3798;2424;35;4506
3219;25283;3814;2429;30;4629
2041;20366;2384;1494;21;2951
7224;54347;8282;5521;69;10049
;261;;0;0;
12;564;13;;0;23
;64;;0;0;
;112;;;0;
19;807;26;12;0;33
42;1373;60;32;0;70
78;1636;97;58;0;117
155;2017;165;112;;210
267;2400;272;193;;349
447;3047;438;338;;548
676;4141;669;517;;830
1565;10925;1695;1188;17;2088
1170;8505;1297;890;15;1591
1987;13497;2354;1547;24;2816
1948;13914;2275;1477;16;2760
1068;9010;1282;825;;1534
4576;41522;5546;3430;62;6750
;218;;0;0;
;364;;;0;10
;40;;;0;
;65;;0;0;
10;291;10;;;17
35;549;31;18;;49
66;721;65;41;;93
85;995;108;63;;134
127;1265;156;96;;192
219;1645;238;165;;300
331;2332;390;263;;466
875;6497;1079;685;12;1281
682;5118;835;527;;998
1112;8747;1444;877;11;1690
1271;11369;1539;952;14;1869
973;11356;1102;669;12;1417
2832;41461;2749;1071;62;4567
;122;0;0;;
;237;;0;;
0;26;0;0;0;0
0;49;;0;0;
;276;;0;0;
;573;;;0;
18;800;12;;;26
25;991;23;;;44
38;1068;37;16;;61
62;1279;62;31;;93
97;1930;101;46;;153
319;6115;365;148;;543
257;4924;302;120;;445
565;8179;618;281;15;916
786;10530;803;301;13;1300
1069;13557;872;302;21;1659
1504;21534;1500;613;30;2416
0;66;0;0;0;0
0;148;;0;0;
0;17;0;0;0;0
0;29;;0;0;
;202;;0;0;
;393;;;0;
13;534;;;;19
18;670;18;;;31
26;728;28;12;;42
39;836;34;17;;56
65;1239;58;28;;96
224;3859;232;102;;356
181;3091;190;82;;290
341;4850;363;167;;543
441;5447;453;177;;725
436;5331;396;143;;697
1328;19927;1249;458;32;2151
;56;0;0;;
;89;;0;;
0;;0;0;0;0
0;20;0;0;0;0
0;74;;0;0;
0;180;;0;0;
;266;;;0;
;321;;;;13
12;340;;;;19
23;443;28;14;0;37
32;691;43;18;0;57
95;2256;133;46;;187
76;1833;112;38;;155
224;3329;255;114;;373
345;5083;350;124;;575
633;8226;476;159;12;962
34186;258147;27999;16806;269;45623
11;916;12;;;23
23;1528;29;;;50
;162;;0;0;
;220;;;;12
52;1657;50;15;;89
161;3386;125;63;;225
278;4650;217;126;;377
441;6019;329;196;11;584
681;7248;493;321;;860
1079;9235;799;532;14;1360
1852;13811;1366;915;16;2319
5730;39775;4429;2951;39;7242
4553;31279;3563;2367;33;5777
7073;47533;5777;3658;41;9226
8953;63021;7696;4589;62;12116
10726;87650;8815;4812;97;14820
18622;130957;15412;9404;146;24765
;512;;0;0;12
10;893;17;;;27
;89;0;0;0;
0;118;;0;;
34;1214;38;10;;63
105;2467;80;41;0;144
184;3350;137;88;;236
294;4185;215;134;;380
464;4904;321;213;;576
756;6106;528;366;10;928
1271;8903;880;618;13;1546
3736;24707;2833;1902;21;4686
2942;19268;2287;1516;16;3727
4310;27370;3488;2232;25;5589
4890;32063;4267;2549;38;6641
4521;33166;3984;2178;44;6370
15564;127190;12587;7402;123;20858
;404;;;;11
13;635;12;;;23
;73;;0;0;
;102;;;0;
18;443;12;;;26
56;919;45;22;;81
94;1300;80;38;;141
147;1834;114;62;;204
217;2344;172;108;;284
323;3129;271;166;;432
581;4908;486;297;;773
1994;15068;1596;1049;18;2556
1611;12011;1276;851;17;2050
2763;20163;2289;1426;16;3637
4063;30958;3429;2040;24;5475
6205;54484;4831;2634;53;8450
8462;68861;7663;4619;112;11606
;267;;0;0;
11;611;10;;;18
;65;;0;;
;116;;;;
38;1028;26;21;;44
99;1973;80;49;;132
207;2743;177;113;;272
334;3342;302;211;;430
455;3651;413;300;;576
585;4013;516;375;;731
767;4815;667;478;12;968
1839;12121;1647;1124;28;2389
1393;9375;1264;849;18;1825
1961;13911;1827;1159;21;2648
1920;15801;1760;964;33;2745
1713;17089;1521;731;13;2513
4813;37924;4436;2734;57;6567
0;150;;0;0;
;374;;;;
0;37;0;0;0;0
;70;;;;
21;750;17;14;;24
56;1410;50;31;;76
131;1877;113;77;;168
216;2258;186;139;;266
291;2468;257;194;;358
365;2653;320;238;;449
490;3097;427;309;;616
1154;7647;1020;708;16;1482
861;5893;764;524;;1110
1132;8047;1054;671;13;1527
1081;8406;1005;566;16;1534
804;7129;796;377;;1226
3649;30937;3227;1885;55;5039
;117;0;0;0;
;237;;;;11
;28;;0;;
;46;;;0;
17;278;;;;20
43;563;30;18;;56
76;866;64;36;0;104
118;1084;116;72;;164
164;1183;156;106;;218
220;1360;196;137;;282
277;1718;240;169;;352
685;4474;627;416;12;907
532;3482;500;325;;715
829;5864;773;488;;1121
839;7395;755;398;17;1211
909;9960;725;354;;1287
39920;345742;38601;17235;610;61856
14;1388;17;;;31
39;2378;50;11;12;90
;242;12;;;23
;411;14;;;23
75;2398;79;23;;134
163;4584;166;58;;274
269;5927;242;108;;407
427;7467;353;173;;614
633;8796;504;266;;878
995;10702;817;453;12;1370
1717;16039;1460;809;22;2388
5648;49926;5266;2722;88;8274
4548;39856;4324;2204;74;6738
7896;64643;7688;3735;118;11959
10493;84864;10545;4710;142;16466
14259;121178;13716;5373;228;22809
20997;175203;20949;9575;281;32634
;781;;;;18
23;1389;30;;;52
;143;;;;13
;238;;;;13
49;1748;51;16;0;84
108;3341;114;40;;183
173;4157;157;66;;267
271;5060;226;113;;388
393;5845;320;170;;546
641;6925;489;278;;859
1133;10235;916;528;15;1535
3620;30855;3248;1744;53;5173
2897;24423;2638;1397;44;4179
4703;37163;4596;2245;57;7105
5692;43763;5886;2654;75;8996
5939;46707;6360;2495;79;9878
18923;170539;17652;7660;329;29222
;607;;;;13
16;989;20;;;38
;99;;;;10
;173;;;;10
26;650;28;;;50
55;1243;52;18;;91
96;1770;85;42;;140
156;2407;127;60;;226
240;2951;184;96;;332
354;3777;328;175;;511
584;5804;544;281;;853
2028;19071;2018;978;35;3101
1651;15433;1686;807;30;2559
3193;27480;3092;1490;61;4854
4801;41101;4659;2056;67;7470
8320;74471;7356;2878;149;12931
37071;205368;25337;13582;1162;49131
;1192;15;0;0;24
40;1955;43;;;83
;192;11;;;17
16;360;10;;;29
66;1590;45;17;;95
154;3182;106;43;12;221
316;4380;202;94;18;431
581;5887;327;162;22;757
868;7268;472;262;37;1089
1366;9095;770;454;75;1695
2242;13242;1351;777;122;2839
6807;36804;4332;2493;321;8717
5424;28699;3472;2004;248;6949
8654;41099;5632;3237;264;11100
9674;47220;6716;3619;233;12831
9795;60126;7411;3568;229;13727
21127;107778;14141;7781;690;27633
;649;;0;0;13
25;1110;28;;;53
;110;;;;11
11;206;;;;19
44;1167;33;10;;68
101;2327;66;26;;143
207;3151;130;65;10;275
422;4176;229;126;17;534
629;5024;316;189;31;766
941;6103;500;306;54;1144
1554;8671;889;536;85;1921
4527;23396;2797;1634;219;5732
3562;18134;2230;1293;168;4533
5385;24065;3457;1998;160;6866
5433;24181;3746;2050;130;7159
4293;22420;3318;1637;98;6002
15944;97590;11196;5801;472;21498
;543;;0;0;11
15;845;15;;;30
;82;;;0;
;154;;0;;10
22;423;12;;;27
53;855;40;17;;78
109;1229;72;29;;156
159;1711;98;36;;223
239;2244;156;73;;323
425;2992;270;148;21;551
688;4571;462;241;37;918
2280;13408;1535;859;102;2985
1862;10565;1242;711;80;2416
3269;17034;2175;1239;104;4234
4241;23039;2970;1569;103;5672
5502;37706;4093;1931;131;7725
32037;334569;33102;17145;549;48517
;2358;21;0;;27
39;3964;56;10;13;97
;400;10;;;17
15;606;17;;;35
81;4109;75;37;;127
182;7325;181;98;11;276
342;8501;321;183;11;491
553;9871;498;299;13;765
847;11676;720;446;15;1136
1343;14803;1148;718;27;1800
2120;20950;1917;1209;46;2874
6080;58438;6075;3551;124;8725
4782;45801;4877;2796;96;6956
7524;70725;8152;4440;128;11357
8468;84004;9139;4541;113;13171
7848;85439;7853;3488;120;12326
16934;173702;17852;9440;263;25596
;1309;14;0;;19
23;2328;40;;;63
;227;;0;;11
10;363;14;;;23
41;2983;43;17;;70
101;5257;101;52;;153
195;5888;176;103;;272
314;6550;269;165;;426
485;7426;388;251;10;632
801;9169;648;426;15;1038
1289;12928;1114;726;23;1700
3570;35377;3505;2067;65;5071
2783;27557;2808;1617;52;4024
4260;40153;4608;2507;59;6416
4567;42672;5117;2565;55;7171
3298;32196;3564;1651;51;5258
15103;160867;15250;7705;286;22921
;1049;;0;0;
16;1636;16;;;34
;173;;;;
;243;;0;;12
40;1126;32;20;;57
81;2068;80;46;;123
147;2613;145;80;;219
239;3321;229;134;;339
362;4250;332;195;;504
542;5634;500;292;12;762
831;8022;803;483;23;1174
2510;23061;2570;1484;59;3654
1999;18244;2069;1179;44;2932
3264;30572;3544;1933;69;4941
3901;41332;4022;1976;58;6000
4550;53243;4289;1837;69;7068
2976;24265;3014;1569;63;4481
;122;;0;0;
;251;;;;14
0;25;;0;0;
;52;;;;
10;308;;;0;16
14;505;15;;0;25
23;604;28;11;;41
48;756;58;26;;83
66;865;75;41;;105
92;1011;87;53;;130
146;1263;153;84;;220
428;3659;463;253;10;647
341;2943;361;200;;507
598;4545;682;363;12;929
748;5649;802;428;16;1137
1040;7889;899;439;17;1516
1707;13065;1764;957;28;2539
;69;;0;0;
;157;;;0;
0;18;;0;0;
;33;;;0;
;217;;;0;11
;365;;;0;14
14;431;14;;0;22
39;523;40;20;;61
49;584;51;30;;74
55;661;51;32;;76
95;801;102;57;;143
298;2292;305;175;;433
238;1845;233;136;;337
394;2751;432;245;;586
419;3069;472;247;;649
488;3247;450;233;;711
1269;11200;1250;612;35;1942
0;53;;0;0;
;94;;0;;
0;;0;0;0;0
;19;0;0;;
;91;;0;0;
;140;;;0;11
;173;14;;;19
;233;18;;;22
17;281;24;11;;31
37;350;36;21;;54
51;462;51;27;;77
130;1367;158;78;;214
103;1098;128;64;;170
204;1794;250;118;;343
329;2580;330;181;10;488
552;4642;449;206;10;805
47279;423428;40219;23307;609;64771
27;2735;52;;;76
57;4477;111;14;10;164
;482;16;;;27
11;707;28;;;39
80;3920;88;34;;140
190;7267;189;90;20;308
368;9282;323;167;22;545
609;11471;535;307;15;852
917;13481;807;490;18;1252
1360;16646;1198;710;29;1877
2290;23511;2103;1271;39;3161
7472;70616;7064;4171;119;10476
5986;56359;5680;3320;99;8437
10685;88563;9852;5865;138;14804
13041;103466;11084;6545;151;17721
13865;120922;10186;5605;127;18569
25081;218624;22078;13050;298;34389
17;1499;27;;;43
34;2602;63;;;95
;282;;;;14
;439;21;;;27
47;2812;52;18;;85
114;5153;116;54;13;188
218;6348;201;110;13;321
353;7574;327;187;;498
528;8649;468;276;;727
784;10429;676;396;14;1078
1361;14378;1201;751;17;1828
4436;42806;4103;2438;65;6162
3538;34157;3307;1922;57;4976
6267;50657;5724;3436;80;8630
7152;52540;6252;3808;64;9655
5941;46863;4817;2723;51;8083
22198;204804;18141;10257;311;30382
10;1236;25;;0;33
23;1875;48;;;69
;200;;0;;13
;268;;;;12
33;1108;36;16;;55
76;2114;73;36;;120
150;2934;122;57;;224
256;3897;208;120;10;354
389;4832;339;214;11;525
576;6217;522;314;15;799
929;9133;902;520;22;1333
3036;27810;2961;1733;54;4314
2448;22202;2373;1398;42;3461
4418;37906;4128;2429;58;6174
5889;50926;4832;2737;87;8066
7924;74059;5369;2882;76;10486
17443;139682;16117;7743;337;26107
13;899;27;;;38
35;1661;57;11;;87
;166;;;;13
10;327;14;;;24
55;1510;61;26;;92
131;2510;134;59;;210
202;2934;184;89;;305
337;3877;296;158;12;487
529;5005;456;238;10;756
839;6394;678;377;;1147
1264;8877;1011;596;21;1697
3409;25539;3140;1637;79;4981
2674;20263;2543;1285;62;3987
4162;31167;4121;1976;86;6378
4577;34956;4315;2040;84;6924
3953;33578;3376;1485;57;5893
9571;73679;8880;4404;166;14186
;490;16;;;21
14;964;33;;;47
;96;;0;;
;201;;;;13
33;1061;44;20;0;57
78;1763;84;33;;131
112;1998;105;41;;179
188;2538;177;92;;276
304;3192;268;146;;429
494;3983;390;221;;666
748;5423;579;344;16;997
2061;15444;1797;981;48;2920
1628;12231;1456;778;34;2337
2379;17576;2293;1130;44;3575
2516;17978;2433;1169;41;3815
1841;13433;1673;774;20;2756
7872;66003;7237;3339;171;11921
;409;11;;;17
21;697;24;;;40
;70;;;;
;126;;;0;11
22;449;17;;;35
53;747;50;26;;79
90;936;79;48;;126
149;1339;119;66;;211
225;1813;188;92;;327
345;2411;288;156;;481
516;3454;432;252;;700
1348;10095;1343;656;31;2061
1046;8032;1087;507;28;1650
1783;13591;1828;846;42;2803
2061;16978;1882;871;43;3109
2112;20145;1703;711;37;3137
8445;126930;7753;3425;209;12972
;537;;;;
11;993;12;;;28
;81;;0;;
;174;;;;
19;1209;11;;;28
41;2082;29;;;62
77;2540;50;17;;114
138;3144;94;44;10;198
226;3774;173;93;;314
333;4668;247;142;;444
499;6512;368;206;14;674
1438;19134;1320;681;31;2106
1130;15194;1088;555;22;1683
1753;26552;1826;823;53;2807
2248;32230;2082;910;48;3467
2483;38127;2143;814;52;3860
4667;67509;4371;1997;100;7137
;294;;;0;
;573;;;;19
;48;;0;;
;104;;;;
13;901;;;;17
24;1553;14;;0;31
43;1792;25;;0;59
80;2114;52;24;;113
137;2501;98;56;;186
215;3057;144;88;;275
328;4148;220;129;;427
899;11838;762;410;18;1267
698;9347;623;331;12;1000
999;15350;1048;459;25;1612
1282;17330;1225;555;23;1975
1160;15694;1118;452;19;1845
3778;59421;3382;1428;109;5835
;243;;0;;
;420;;0;;
;33;;0;0;
;70;;0;;
;308;;;;11
17;529;15;;;31
34;748;25;;;55
58;1030;42;20;;85
89;1273;75;37;;128
118;1611;103;54;;169
171;2364;148;77;;247
539;7296;558;271;13;839
432;5847;465;224;10;683
754;11202;778;364;28;1195
966;14900;857;355;25;1492
1323;22433;1025;362;33;2015
50307;455787;40414;22144;706;69220
10;2266;26;;0;35
44;3956;66;12;;105
;441;16;;;20
14;660;13;;;29
98;3778;76;28;;149
178;6983;163;68;;278
291;8846;270;129;;440
506;10935;428;228;14;718
802;12529;646;378;18;1086
1310;15044;1022;639;18;1709
2265;22173;1770;1101;30;2960
7327;68499;6148;3612;135;9982
5879;54724;5010;2916;114;8073
10470;89247;9213;5317;121;14482
13275;111615;11140;6130;202;18469
17197;149508;12234;6138;204;23477
26366;232877;22066;12423;331;36304
;1205;15;;0;18
16;2287;29;;;45
;254;;;;
;395;;;;11
56;2816;42;14;;86
113;5131;102;43;;174
190;6302;179;88;;285
314;7547;260;144;;435
482;8210;374;224;;638
774;9381;597;381;;998
1384;13657;1036;679;16;1755
4480;41827;3595;2172;69;5963
3574;33334;2926;1737;58;4813
6169;51694;5398;3131;69;8501
7318;57847;6398;3557;97;10245
7182;57163;5687;2990;74;9943
23941;222910;18348;9721;375;32916
;1061;11;0;0;17
28;1669;37;;;60
;187;10;;0;11
10;265;;;;18
42;962;34;14;;63
65;1852;61;25;;104
101;2544;91;41;;155
192;3388;168;84;;283
320;4319;272;154;11;448
536;5663;425;258;;711
881;8516;734;422;14;1205
2847;26672;2553;1440;66;4019
2305;21390;2084;1179;56;3260
4301;37553;3815;2186;52;5981
5957;53768;4742;2573;105;8224
10015;92345;6547;3148;130;13534
3892;34540;2995;1710;58;5233
;145;0;0;0;
;234;;0;;
;21;;0;;
;38;;0;0;
;228;;;;
10;437;;;;14
21;588;16;;;33
29;736;26;12;;45
42;850;32;18;;58
66;1027;51;28;;90
125;1573;128;74;0;179
