ProcedureCode;TotalProc;pr0;pr1;pr2;pr3;pr4;pr5;pr6;pr7;pr8;pr9;pr10;pr11;pr12;pr13;pr14;pr15;pr16;pr17;pr18;pr19;pr20
78707;2;;;1;;;;;;;;;;1;;;;;;;;
78708;1;1;;;;;;;;;;;;;;;;;;;;
78709;3;;1;1;;;;;;;;;;;1;;;;;;;
78725;1;1;;;;;;;;;;;;;;;;;;;;
78730;1;;1;;;;;;;;;;;;;;;;;;;
78740;1;1;;;;;;;;;;;;;;;;;;;;
78761;6;;1;2;1;;1;1;;;;;;;;;;;;;;
78800;1;;;;;1;;;;;;;;;;;;;;;;
78803;1;;;1;;;;;;;;;;;;;;;;;;
78806;2;;;;;;1;;;;;;;;;;;1;;;;
78815;2;;;;1;1;;;;;;;;;;;;;;;;
80047;12989;420;3581;4150;1923;839;486;307;247;198;181;128;85;93;89;62;48;47;41;23;25;16
80048;181427;34538;56117;35235;16906;9252;6668;5047;3714;2848;2227;1661;1331;1083;853;755;734;633;557;458;435;375
80050;8;5;;1;1;;;;;;;1;;;;;;;;;;
80051;19371;6852;8263;2681;709;265;155;90;93;67;58;53;37;16;13;6;5;5;;1;;2
80053;331251;27178;78442;85683;48323;32171;25216;13864;7307;4319;2679;1688;1085;812;596;451;354;295;248;191;188;161
80055;57;;11;22;16;5;2;;;;;;;;;1;;;;;;
80061;9753;39;115;505;1264;1125;743;509;381;343;308;375;396;475;471;497;428;451;413;327;311;277
80069;278;13;27;25;21;25;25;13;11;7;6;2;8;9;11;8;15;16;12;7;9;8
80074;1467;148;224;238;186;118;102;70;61;51;33;40;24;25;22;25;24;22;16;16;9;13
80076;50466;346;11107;14036;9644;5835;3035;1875;1320;965;683;497;376;228;135;101;85;46;49;44;31;28
80100;10772;557;1558;2552;1545;1004;803;902;551;317;231;201;148;105;77;61;50;40;29;16;18;7
80101;22581;1030;1806;3313;2571;2039;1517;1108;964;857;804;805;784;753;717;639;586;579;530;465;391;323
80102;1383;254;98;113;109;113;100;92;80;82;48;53;64;37;37;22;20;18;8;10;14;11
80104;5853;789;756;987;712;594;453;401;320;231;174;146;84;74;45;30;20;15;9;4;3;6
80152;8;;;1;;;;;;;;;1;1;;1;;1;1;1;1;
80154;169;7;52;48;22;13;9;2;2;2;3;3;2;2;;2;;;;;;
80156;1734;160;332;383;256;169;118;78;71;53;33;23;18;11;6;6;8;3;3;2;1;
80158;29;3;4;7;3;2;4;1;;;;2;1;1;;;;;;;1;
80160;1;;;;;;;;;;;;;;;;;;;;1;
80162;3831;39;199;697;703;478;333;352;264;212;158;115;94;53;40;20;21;16;13;14;7;3
80164;3840;189;492;922;560;394;353;248;197;126;92;84;47;39;30;17;21;11;5;8;3;2
80168;2;;;1;;;;1;;;;;;;;;;;;;;
80170;10;;;1;1;2;;;2;;;1;;;1;;1;1;;;;
80173;2;;;;;;;;1;;1;;;;;;;;;;;
80176;2;1;;1;;;;;;;;;;;;;;;;;;
80178;1382;57;142;278;214;141;145;92;87;68;44;31;29;8;13;6;8;4;7;3;3;2
80182;1;;;;1;;;;;;;;;;;;;;;;;
80184;921;80;128;158;158;118;90;44;45;25;20;12;14;6;3;6;8;2;3;1;;
80185;5709;376;851;1206;965;702;472;342;242;149;112;73;44;41;39;27;17;18;13;11;6;3
80186;17;;3;2;4;1;2;1;1;;;;1;;1;;;;;;1;
80188;2;;;;;2;;;;;;;;;;;;;;;;
80195;7;1;2;;1;;1;;1;;;;;;;;;1;;;;
80196;22954;531;1669;3851;4152;3358;3046;1972;1152;736;623;418;382;279;203;201;112;85;73;42;39;30
80197;96;22;7;9;9;13;6;3;6;4;3;2;2;2;2;2;1;1;;;1;1
80198;132;2;3;21;29;9;13;18;9;9;6;6;4;1;;;;;;;1;1
80200;1;;;;1;;;;;;;;;;;;;;;;;
80201;44;2;3;8;12;3;5;5;;1;;1;1;1;1;;1;;;;;
80202;109;7;12;12;18;10;12;5;1;6;2;3;7;4;1;3;1;1;;1;1;2
80299;537;28;49;66;68;60;56;47;31;32;26;21;9;14;7;8;6;4;2;1;2;
80500;55;;20;17;8;5;1;1;1;;1;;;;;1;;;;;;
81000;21125;2085;2485;2165;2532;2437;2056;1709;1326;1070;851;640;559;375;256;163;120;95;69;55;46;31
81001;179040;25013;20790;29164;30250;19482;12794;9261;7293;5675;4425;3490;2480;1827;1265;939;873;1079;1178;780;572;410
81002;39779;6148;6534;7170;5025;3205;2378;2047;1881;1547;1215;818;593;351;271;198;127;89;68;50;40;24
81003;115458;13679;15098;17081;15611;12828;9467;7484;5901;4875;3870;2838;2004;1501;972;755;457;333;291;174;141;98
81005;731;25;135;156;152;94;53;37;26;8;12;11;5;6;3;;2;2;3;1;;
81015;11484;491;1030;1368;1596;1891;1698;1136;677;385;279;252;205;166;104;73;58;33;18;10;6;8
81025;93404;6542;17071;13989;15178;11393;7762;5584;4003;3191;2572;1900;1330;992;657;445;282;185;128;90;62;48
81050;29;1;;1;1;1;10;5;2;2;1;1;;;1;1;1;;;1;;
81206;1;;;;;;;;;;1;;;;;;;;;;;
81207;1;;;;;;;;;;;1;;;;;;;;;;
81225;2;;;;;;;;1;;;1;;;;;;;;;;
81240;6;;;1;1;1;;;;;;;;;1;;;;;1;;1
81241;12;;;;1;1;1;;;;;;2;2;;1;;;;2;2;
81270;1;;;;;;1;;;;;;;;;;;;;;;
81291;2;;;;;1;;1;;;;;;;;;;;;;;
82003;24548;1592;3137;2603;4522;4206;3184;1896;1155;689;455;279;202;151;118;88;76;64;57;39;21;14
82009;2550;29;139;436;547;453;295;253;141;94;51;35;27;14;12;11;1;6;2;1;2;1
82010;1772;197;188;323;287;201;161;128;63;58;40;30;23;16;12;5;5;12;6;4;8;5
82017;3;;;1;;1;;;;1;;;;;;;;;;;;
82024;35;;;3;2;7;3;7;4;4;;2;1;;;;;1;;1;;
82040;7534;5949;629;460;226;95;57;30;18;20;14;7;5;2;1;2;3;6;4;1;4;1
82042;127;2;4;7;14;14;14;16;12;6;4;7;3;5;5;4;4;1;2;1;2;
82043;50;;;5;6;9;2;3;6;5;3;2;3;;2;1;;1;1;;;1
82044;1;;;;;;;;;;;;;;;;;;1;;;
82055;56182;2651;5695;8533;8524;8895;7134;5170;3102;2013;1271;905;606;446;330;268;192;161;96;87;59;44
82075;1192;259;23;141;219;126;81;64;61;30;39;44;33;26;16;8;9;3;3;4;1;2
82085;22;;1;2;1;2;5;2;2;2;;;4;;;;1;;;;;
82088;25;;;1;2;2;6;3;3;;1;;2;1;;;1;;1;;1;1
82103;14;1;3;1;;3;;;;;1;;1;1;;1;1;1;;;;
82104;3;;1;1;1;;;;;;;;;;;;;;;;;
82105;131;4;5;9;7;14;15;15;12;7;7;2;6;2;6;1;6;4;3;3;2;1
82108;1;;;;;;;1;;;;;;;;;;;;;;
82135;2;;;;1;;;1;;;;;;;;;;;;;;
82139;10;;3;2;1;;2;;;1;;1;;;;;;;;;;
82140;4391;108;196;352;553;606;613;578;391;323;192;125;101;72;37;33;26;26;13;16;23;7
82145;297;3;11;35;50;31;34;24;19;14;14;13;7;6;6;5;6;5;5;3;3;3
82150;63503;1328;6212;11557;12255;12614;7830;4640;2634;1551;979;564;402;255;165;130;110;79;68;53;47;30
82164;27;2;2;1;3;3;3;2;2;1;2;1;1;1;1;;;;;1;;1
82172;9;;;;;;;;;1;2;1;2;1;1;;;1;;;;
82175;3;1;;;;;1;;;;1;;;;;;;;;;;
82205;64;;1;7;6;5;12;8;10;4;3;7;1;;;;;;;;;
82232;10;;;1;;;1;1;1;3;1;;1;;;;;1;;;;
82239;4;;;1;;;1;;1;;;1;;;;;;;;;;
82247;13744;343;5803;2236;2638;1523;644;283;122;54;34;24;9;5;6;2;2;4;2;5;4;1
82248;2383;98;270;238;275;287;240;199;129;113;101;76;58;59;49;42;48;35;19;14;16;17
82261;3;1;1;;;;1;;;;;;;;;;;;;;;
82270;1258;90;120;105;160;162;150;127;71;51;32;41;29;28;25;15;11;11;12;8;4;6
82271;114;9;4;8;16;7;17;10;7;7;6;2;7;;1;2;1;3;3;1;1;2
82272;879;49;68;102;122;112;71;75;54;36;32;29;25;27;12;14;14;7;10;6;7;7
82274;777;118;74;191;63;72;53;40;30;35;21;21;13;10;9;6;3;2;6;4;6;
82300;1;;;;;;;1;;;;;;;;;;;;;;
82306;291;;3;8;28;36;42;32;29;16;15;10;8;11;13;5;4;7;6;1;13;4
82308;4;;;;2;;;1;;1;;;;;;;;;;;;
82310;13885;874;289;5566;2297;2306;1311;594;275;143;68;45;33;24;18;13;7;6;6;5;3;2
82330;2618;79;322;499;532;400;259;142;83;65;34;23;35;16;17;21;13;17;11;15;18;17
82340;11;1;1;;3;;1;1;;;2;;2;;;;;;;;;
82355;4;;2;;;;;1;;1;;;;;;;;;;;;
82360;15;1;;;1;;1;5;1;2;1;1;;;;;2;;;;;
82365;73;2;5;6;4;11;10;13;9;2;3;;1;1;1;;1;1;;2;1;
82370;1;;;;;;;;1;;;;;;;;;;;;;
82374;11279;44;986;501;5469;1459;914;625;474;253;177;108;76;44;35;28;21;17;15;13;12;8
82375;574;33;59;65;62;65;53;40;30;32;22;14;19;8;8;11;7;11;9;14;8;4
82378;213;1;3;15;12;27;21;19;15;16;11;9;6;12;9;2;10;9;4;8;4;
82379;4;;;;1;;1;;1;;;;;1;;;;;;;;
82382;1;;;;1;;;;;;;;;;;;;;;;;
82384;16;;2;1;2;2;2;2;2;1;;1;;;;;;;1;;;
82390;20;;;;3;3;1;5;1;1;2;2;;;;;;;2;;;
82397;12;;;4;1;;3;;1;2;;;;1;;;;;;;;
82435;11990;54;87;1053;568;5579;1317;880;701;451;376;243;153;131;101;77;61;41;34;30;34;19
82436;52;;;2;5;6;3;7;6;8;4;2;1;2;1;2;1;1;;;1;
82438;42;;;1;2;2;7;10;6;4;5;;2;1;;;;1;;1;;
82465;1213;4;17;237;134;103;158;101;38;162;36;71;55;19;15;19;17;13;6;2;2;4
82480;1;;;;;1;;;;;;;;;;;;;;;;
82482;2;;;1;1;;;;;;;;;;;;;;;;;
82486;1;;;;;;;;;;;;;;1;;;;;;;
82489;1;;;;;;;;;;1;;;;;;;;;;;
82491;76;3;2;12;17;13;8;7;6;5;1;;;;;;1;;;;1;
82492;2;;1;;;;;;1;;;;;;;;;;;;;
82520;131;2;3;24;28;22;13;17;8;8;1;;4;1;;;;;;;;
82523;1;;;;;;;;;;1;;;;;;;;;;;
82525;3;;;;;;;1;;;;1;;;1;;;;;;;
82528;1;;;;1;;;;;;;;;;;;;;;;;
82530;10;;;1;;;1;3;;2;;;1;1;;;;;;1;;
82533;491;2;3;24;26;58;77;60;54;35;37;17;15;20;11;11;6;10;8;6;5;6
82540;1;;;;1;;;;;;;;;;;;;;;;;
82541;1;;1;;;;;;;;;;;;;;;;;;;
82542;393;10;14;74;70;66;49;36;32;12;11;10;4;1;;2;;1;;;1;
82544;1;;;;;;;1;;;;;;;;;;;;;;
82550;110043;695;5142;12692;21113;15643;12102;9984;8829;6536;4599;3261;2302;1584;1116;957;786;660;633;523;474;412
82552;1574;;11;96;563;347;234;146;70;37;22;22;11;5;2;3;2;1;1;;1;
82553;77487;405;1350;5115;10224;14289;10575;8365;6589;5185;3651;2646;2113;1578;1233;947;792;613;561;502;414;340
82565;30544;86;1032;2619;4469;5396;8691;3150;1593;845;534;381;309;236;248;204;175;181;124;109;89;73
82570;1223;2;83;114;141;157;151;125;90;71;48;48;47;26;24;23;16;13;12;17;8;7
82575;13;2;;1;1;;1;2;2;2;;;1;1;;;;;;;;
82595;12;;2;2;;;2;2;;;1;;;;1;;1;;;;;1
82600;6;;;;2;2;2;;;;;;;;;;;;;;;
82607;1352;9;20;45;86;116;116;118;130;125;107;69;68;49;40;44;39;34;41;40;32;24
82608;5;;;;;2;;;1;;;1;;;1;;;;;;;
82626;3;;;;;;;;2;;1;;;;;;;;;;;
82627;1;;1;;;;;;;;;;;;;;;;;;;
82651;3;;;;;;;3;;;;;;;;;;;;;;
82652;40;1;;1;2;3;6;2;3;2;;1;2;4;2;;1;1;1;;5;3
82656;1;;;;;;;1;;;;;;;;;;;;;;
82664;1;;;;;;;;;;;1;;;;;;;;;;
82668;19;;;;;5;2;5;;1;;2;1;;;;;;1;1;1;
82670;12;;;4;3;1;1;1;;2;;;;;;;;;;;;
82672;3;;1;;;1;;;;1;;;;;;;;;;;;
82679;1;;;1;;;;;;;;;;;;;;;;;;
82693;48;;2;3;2;4;2;2;4;3;1;5;8;6;4;2;;;;;;
82705;3;1;1;;;;;;;;;;1;;;;;;;;;
82726;1;;;;;;;;;;;;;;;;;;;1;;
82728;1031;16;19;47;59;95;102;111;97;91;58;60;48;32;30;27;38;22;21;21;23;14
82731;240;39;23;31;80;15;13;11;12;6;3;2;1;2;;;;;2;;;
82742;1;;1;;;;;;;;;;;;;;;;;;;
82746;901;;4;8;25;39;71;88;68;98;86;86;49;42;36;32;34;28;24;27;30;26
82747;42;;;1;1;1;;5;3;5;5;3;3;3;4;2;2;2;1;1;;
82776;4;1;2;1;;;;;;;;;;;;;;;;;;
82784;119;3;12;6;9;6;9;10;8;15;8;7;4;6;2;2;4;2;3;1;1;1
82785;28;5;3;1;1;1;3;3;1;;;1;3;1;;1;1;1;1;1;;
82787;8;;1;1;;;1;;1;1;1;1;;;;;;1;;;;
82800;207;;5;14;19;24;19;21;22;18;8;15;9;7;6;1;5;4;3;3;2;2
82803;6844;181;264;417;589;716;684;616;572;497;440;406;299;272;201;170;138;116;82;80;60;44
82805;2790;174;225;142;184;191;195;213;197;183;168;156;136;115;104;106;89;58;42;46;32;34
82810;319;7;8;30;26;16;23;17;20;22;23;23;24;26;16;14;8;2;7;4;3;
82941;5;;1;;;;1;1;;1;1;;;;;;;;;;;
82945;3105;77;124;294;348;379;310;300;220;163;139;117;91;136;101;76;52;63;32;37;29;17
82947;37503;732;1080;1843;3401;5121;5129;8701;3492;1955;1188;840;700;599;512;427;409;363;314;277;220;200
82948;10455;1969;1143;969;978;1045;952;820;637;465;340;253;219;183;115;84;82;57;61;34;29;20
82950;1;;1;;;;;;;;;;;;;;;;;;;
82951;6;;;1;1;;1;1;1;;;;1;;;;;;;;;
82955;3;;;;;1;;;1;;;;;;;;;;1;;;
82960;1;;;;;;;1;;;;;;;;;;;;;;
82962;45547;5748;4566;4768;4442;4076;3656;3024;3039;2352;1872;1601;1270;1066;865;718;544;475;450;353;362;300
82977;302;3;24;65;66;32;24;18;14;7;11;7;4;6;1;5;3;4;3;1;2;2
82980;6;;;;;2;2;1;;;1;;;;;;;;;;;
82985;18;;;;3;;;;1;1;1;2;3;1;1;1;1;1;1;;1;
83001;82;2;5;4;9;14;11;15;8;2;3;3;1;1;;1;;1;;;1;1
83002;66;;2;4;3;8;12;10;12;8;2;;1;1;1;;;;1;;;1
83003;9;;;;1;1;1;;1;2;;;1;1;;;;;;1;;
83010;79;;2;5;5;10;4;2;9;6;7;5;7;4;1;3;2;2;2;;2;1
83013;5;;2;1;;;1;1;;;;;;;;;;;;;;
83014;3;1;;1;;;;;1;;;;;;;;;;;;;
83020;15;;2;;1;3;3;;1;2;1;;;;1;;;;;;;1
83021;23;1;1;3;5;1;2;1;1;1;;1;;1;;1;;1;1;1;;1
83030;11;;;;1;3;6;;1;;;;;;;;;;;;;
83033;17;4;2;3;4;2;;;;2;;;;;;;;;;;;
83036;5457;11;34;136;369;570;633;652;577;402;298;239;206;173;155;154;155;122;172;116;154;129
83050;442;3;7;34;37;32;35;30;25;24;26;27;29;24;21;8;14;12;19;12;10;13
83051;4;;;;1;;2;;;;1;;;;;;;;;;;
83068;1;;;;1;;;;;;;;;;;;;;;;;
83070;4;;;;;;;;;1;2;;;1;;;;;;;;
83080;1;;;;;;;;;;;;1;;;;;;;;;
83090;177;1;4;4;5;2;5;8;11;11;9;15;12;9;11;16;11;15;11;6;5;6
83497;2;;;;;;1;1;;;;;;;;;;;;;;
83498;6;;;;2;3;;;;1;;;;;;;;;;;;
83516;83;1;2;7;2;11;3;5;5;8;4;5;5;6;3;4;4;1;2;3;;2
83518;4;;;1;;;1;;1;;;;;;;1;;;;;;
83519;143;6;6;32;25;13;15;10;10;6;2;5;1;1;;5;1;2;1;;;2
83520;391;48;30;28;39;31;32;27;23;26;26;28;19;16;3;7;2;2;1;2;1;
83525;25;;1;1;2;4;3;2;1;2;1;1;;1;;1;;2;1;;2;
83540;1338;7;23;45;72;72;106;119;140;122;125;111;66;72;43;36;33;34;37;23;22;30
83550;1010;;14;16;27;42;48;86;90;107;101;91;80;57;50;40;26;36;37;25;19;18
83570;303;;;1;29;145;69;35;13;7;2;2;;;;;;;;;;
83586;1;;;;;;1;;;;;;;;;;;;;;;
83593;1;;;1;;;;;;;;;;;;;;;;;;
83605;24028;334;696;1875;3117;3497;3180;2623;2102;1578;1157;967;733;544;442;335;263;192;150;103;77;63
83615;4009;13;35;96;201;411;1166;730;361;246;202;136;87;63;64;43;30;36;22;26;24;17
83625;5;;5;;;;;;;;;;;;;;;;;;;
83630;18;2;5;3;3;;;1;;;;;;;;1;;;;;2;1
83631;1;;;;1;;;;;;;;;;;;;;;;;
83655;28;7;3;;3;3;2;1;2;2;;;1;1;1;1;;;;;1;
83690;161475;1105;4755;18763;29491;28832;25324;18618;13400;8378;5217;2962;1719;1034;630;397;260;210;118;106;83;73
83695;3;;;1;;;;;;1;;1;;;;;;;;;;
83698;72;;;;;1;3;3;6;9;17;10;12;4;4;1;;1;1;;;
83701;1;;1;;;;;;;;;;;;;;;;;;;
83704;1;;;;;;;;;;1;;;;;;;;;;;
83718;494;;;1;2;30;33;29;30;37;28;26;24;25;30;20;15;17;28;58;25;36
83721;410;1;2;2;6;6;25;17;21;21;23;23;21;20;21;28;19;20;18;30;60;26
83735;43547;125;1048;3488;5217;6557;6330;5485;4407;3126;2069;1382;919;711;542;450;364;305;284;261;242;235
83785;1;;;;;;1;;;;;;;;;;;;;;;
83789;13;;2;4;;2;2;2;1;;;;;;;;;;;;;
83805;6;1;;3;;1;;1;;;;;;;;;;;;;;
83825;11;;1;2;1;2;;1;;1;1;;;;;;1;;1;;;
83835;29;;;1;;1;2;4;3;1;3;3;5;2;;;;1;1;;2;
83840;12;;;1;4;;1;2;1;1;1;;;;1;;;;;;;
83866;1;;;;;;;;;;;;;;;1;;;;;;
83872;13;;1;1;;3;4;;;2;;;;;;1;;1;;;;
83873;15;;;;;1;;;1;2;3;2;1;;1;1;;1;;;1;1
83874;25001;195;248;1909;3556;3096;2621;2115;1908;1627;2325;1900;1163;825;530;313;229;143;102;71;63;62
83880;60780;693;2918;4211;6248;9432;7934;7346;5674;4392;3186;2402;1974;1285;888;671;446;327;269;203;164;117
83883;36;4;1;2;;1;1;1;6;3;2;;;2;2;3;;;1;1;3;3
83890;39;6;10;2;6;5;2;2;;1;1;1;2;;;;;1;;;;
83891;80;3;4;3;1;7;6;3;1;2;3;4;6;6;4;7;6;3;3;6;;2
83892;59;;1;3;1;1;5;4;3;;3;6;5;5;4;3;5;3;;2;4;1
83893;2;;;;;;;1;;;;;;;;1;;;;;;
83894;20;;1;;1;1;;2;2;1;1;;1;;;1;2;3;1;;1;2
83896;84;;;2;4;4;2;4;6;5;3;5;2;7;4;5;4;7;10;4;2;4
83898;76;;7;8;5;1;5;5;5;5;3;3;2;1;3;3;1;2;6;5;3;3
83900;14;;1;;;;2;;2;1;;;2;1;5;;;;;;;
83901;31;;;6;7;2;1;2;2;2;1;;;2;1;4;;;;1;;
83902;1;;;;;;;;;;;;;;;;;;;1;;
83903;33;;1;;1;2;;3;1;2;1;2;3;1;1;1;5;1;3;2;2;1
83907;2;;;;;;;;;;1;1;;;;;;;;;;
83908;14;;;;;1;1;1;3;2;2;;;1;;;1;;1;1;;
83909;4;;;1;;;1;1;1;;;;;;;;;;;;;
83912;123;1;3;4;14;14;8;4;2;9;12;8;5;3;6;5;8;3;3;5;6;
83914;20;;;1;1;2;2;;1;1;1;3;1;;;2;1;4;;;;
83916;26;1;1;2;;;1;2;;2;2;3;3;;1;1;3;1;1;1;1;
83918;4;;;;2;1;;;;;1;;;;;;;;;;;
83919;1;;;;;;1;;;;;;;;;;;;;;;
83921;44;;;1;;1;;1;4;2;;5;4;3;4;5;1;3;4;3;2;1
83925;284;1;4;14;21;34;32;25;21;29;22;27;16;9;8;7;9;2;2;1;;
83930;365;2;4;1;18;31;27;44;40;40;27;22;21;22;11;13;11;11;5;5;5;5
83935;178;1;2;;1;12;16;7;14;21;17;8;21;12;10;7;5;5;6;4;5;4
83970;144;5;2;3;3;8;9;14;13;9;17;12;7;8;4;8;6;5;3;5;2;1
83986;50;;2;4;2;;2;3;1;2;7;6;1;4;3;4;4;1;2;1;1;
83992;7;;1;1;;1;1;3;;;;;;;;;;;;;;
83993;4;;2;2;;;;;;;;;;;;;;;;;;
84060;1;;;;;;1;;;;;;;;;;;;;;;
84066;4;;;;2;;;1;;;;;;;;1;;;;;;
84075;12229;4;2;20;118;253;425;1227;3751;3447;1277;584;295;176;129;85;99;93;74;73;46;51
84078;1;;;;1;;;;;;;;;;;;;;;;;
84080;2;;;;;;1;;;;;1;;;;;;;;;;
84081;1;;;;;;;;;;;1;;;;;;;;;;
84100;6997;10;16;383;597;467;530;755;683;608;572;462;370;304;231;200;184;132;134;132;123;104
84105;925;;1;;6;27;33;74;126;163;143;104;81;59;39;24;19;11;8;5;2;
84106;2;;;;1;;;;;;;1;;;;;;;;;;
84110;10;;1;;1;1;;;;1;1;;2;1;;;;;1;;1;
84112;15;3;4;2;1;;2;1;1;;;;;;1;;;;;;;
84120;5;;1;;1;;1;;;1;1;;;;;;;;;;;
84132;12878;35;74;163;212;235;939;708;717;2764;2946;1248;677;430;312;268;211;204;185;193;178;179
84133;87;;1;1;1;1;3;6;6;7;6;9;8;6;9;7;4;1;3;2;4;2
84134;279;;1;9;12;11;12;18;13;22;29;22;25;29;20;12;8;7;6;12;9;2
84144;38;1;1;6;8;3;4;6;2;1;2;1;;2;;;;1;;;;
84145;576;2;9;23;37;67;71;92;76;67;45;28;18;16;4;2;8;6;1;3;1;
84146;245;2;2;17;38;32;31;23;13;12;17;16;9;4;8;6;3;3;5;2;2;
84152;2;;;;;1;;1;;;;;;;;;;;;;;
84153;339;5;23;19;27;50;33;34;23;16;16;19;12;17;7;11;9;5;3;6;1;3
84154;24;;;1;3;2;6;2;2;1;;;;;3;2;1;;;1;;
84155;10419;;11;43;56;77;86;65;794;1347;3003;2764;984;419;237;129;72;72;57;54;67;82
84156;85;1;7;1;6;5;4;5;4;3;4;5;3;10;6;4;2;6;2;3;2;2
84157;2889;2;91;154;262;324;332;260;238;185;137;140;155;126;101;91;75;59;65;37;31;24
84160;11;;;;;;1;;1;;;;3;;3;1;2;;;;;
84165;84;;;1;;1;;4;7;4;6;3;7;10;3;10;10;7;2;4;3;2
84166;22;;;;;2;1;;2;2;1;;2;;1;;3;2;4;1;;1
84206;4;;;;;;;1;;;;;;;;1;;;1;;;1
84207;9;1;1;;;;1;;;;2;;;;;;;1;;;1;2
84210;1;;;;;;1;;;;;;;;;;;;;;;
84235;2;;;2;;;;;;;;;;;;;;;;;;
84238;7;;;;;;1;;;1;;;1;1;;;;;1;1;1;
84244;19;;;;;1;2;1;1;2;;1;1;3;1;;1;2;;1;1;1
84252;1;;;;;;;;;;;;;;;1;;;;;;
84255;2;;;;;;;1;;;;;1;;;;;;;;;
84260;1;;;;1;;;;;;;;;;;;;;;;;
84270;4;;;;1;1;;;;;;;;;;;;1;;;;1
84295;10445;12;10;21;58;79;114;785;530;571;471;2556;2662;1054;509;287;180;128;138;110;91;79
84300;336;1;5;5;5;9;22;22;18;21;28;33;26;22;19;23;16;18;14;12;10;7
84302;36;;;;;;;1;;2;1;;6;6;4;7;5;;1;1;;2
84305;7;;;;;;1;1;1;;;2;;;;1;;;;;;1
84311;280;2;1;;55;54;34;28;28;14;21;11;4;5;3;5;8;3;1;2;1;
84315;12;;1;;1;2;;1;;1;1;3;1;;;;1;;;;;
84376;153;;35;65;15;21;7;3;1;3;2;;;1;;;;;;;;
84377;113;86;3;1;;;;1;1;1;;1;8;5;2;3;;;;1;;
84378;1;;;;;;;;;;;1;;;;;;;;;;
84402;10;1;;;;2;;1;;1;;1;;1;2;;;;;1;;
84403;29;;;;1;1;6;4;1;1;1;1;3;2;3;2;1;;;1;1;
84425;33;;;1;;2;2;1;;1;2;3;3;2;4;1;3;2;2;2;1;1
84432;4;;;;;;1;;1;;;;;;;;1;1;;;;
84436;2183;36;47;122;141;216;190;183;265;168;125;104;176;128;78;69;37;33;26;16;8;15
84439;6477;123;132;267;481;609;724;722;574;520;426;324;343;274;199;172;135;95;105;106;81;65
84442;4;;;;;;;2;1;;;;;;;;;;;;;1
84443;24780;151;553;1070;1963;2457;2840;2683;2559;2035;1699;1403;1098;1004;742;565;467;400;348;318;234;191
84445;19;;2;;;;2;1;1;1;2;1;1;2;3;3;;;;;;
84446;1;;;;;;1;;;;;;;;;;;;;;;
84450;15162;4;5;36;286;678;946;1009;876;1217;1595;1031;2538;2568;1076;498;290;165;106;92;87;59
84460;10362;26;56;55;102;56;40;52;24;29;738;1320;843;2421;2513;1022;453;257;136;84;72;63
84466;291;13;3;4;15;15;14;16;15;19;26;19;18;18;18;14;13;15;11;14;7;4
84478;88;;;3;1;6;5;9;11;5;5;5;6;1;2;1;1;1;3;9;5;9
84479;814;1;5;13;54;51;90;79;72;60;152;60;46;39;31;16;13;11;6;8;5;2
84480;419;6;3;7;18;25;33;47;55;29;27;25;30;12;24;14;13;10;7;17;11;6
84481;601;20;26;38;26;44;52;55;65;60;37;34;31;19;26;13;12;14;11;8;4;6
84482;4;;;;;;;;;1;;;;;;;;;2;1;;
84484;184549;1966;8207;13410;16725;20792;24199;21232;17048;13170;10309;9075;7049;5104;4574;3340;2442;1875;1352;1080;874;726
84512;1457;54;38;89;215;287;247;191;122;111;51;24;9;10;5;1;1;;1;1;;
84520;28339;6;5;21;767;1849;2523;2693;3384;2403;1586;1786;1946;1291;2259;2994;1338;675;363;211;135;104
84540;17;;;;;;;2;;;;4;;1;1;;2;1;1;1;4;
84545;1;;;;;;;;;;;;;;1;;;;;;;
84550;2997;106;307;450;497;308;294;196;180;141;117;102;68;50;41;28;27;24;23;12;11;15
84560;18;;;2;2;2;2;1;;4;3;;;;;;1;1;;;;
84585;3;;;;;;;1;;;1;;;1;;;;;;;;
84588;1;;;;;;;;;;;;;;;1;;;;;;
84590;1;;;;;;;;;;;;;;;1;;;;;;
84600;18;;;1;3;2;2;;;1;;;;2;1;2;;1;2;1;;
84630;3;;;;1;;;;1;1;;;;;;;;;;;;
84681;42;1;;;1;1;2;4;2;;3;1;4;5;4;2;1;2;1;2;1;5
84702;36452;1677;3875;6093;6671;6036;4167;2702;1778;1217;633;414;273;203;158;222;177;68;30;22;17;19
84703;50043;3113;3649;4980;6504;7294;6600;5620;3766;2601;1610;947;607;353;231;430;999;393;172;86;48;40
84704;22;;;1;4;5;7;1;2;2;;;;;;;;;;;;
84999;194;5;18;18;7;15;15;17;10;16;14;9;7;11;8;6;2;5;6;2;2;1
85002;164;;2;13;21;27;28;23;30;11;7;1;;;;;1;;;;;
85004;1023;133;198;153;121;142;123;69;36;18;8;8;5;3;3;1;1;1;;;;
85007;27011;1072;1662;2413;3018;3012;2878;2648;2058;1721;1331;1025;836;604;467;590;587;456;262;160;129;82
85008;1401;;37;54;131;198;199;224;172;127;81;55;31;26;25;6;13;9;6;2;5;
85009;132;1;1;9;10;17;19;17;17;12;7;8;7;3;3;1;;;;;;
85013;23;;;;;;1;2;3;2;4;1;1;4;1;2;;1;;;;1
85014;4590;84;425;618;539;501;401;363;254;248;222;190;142;112;99;81;65;53;50;60;46;37
